Component,Mean_latency_ms,Median_latency_ms,P95_latency_ms,Predictions_per_second_from_mean,Process_RSS_delta_MB
Tree pathway ('LightGBM + Lag Features'),0.7013619650000001,0.671516,0.76921435,1425.7973056751086,0.0
