Task,Model,RMSE_log,R2_log,MAE_log,WAPE_log_percent,sMAPE_log_percent,RMSE_raw_kwh,MAE_raw_kwh,Train_seconds
unseen_building,Persistence (lag-1),0.19087224331527236,0.9827041546531952,0.0633265250637114,1.4099006585754026,1.8548526405622618,28.725477681626852,7.597419226999803,0.0
unseen_building,Persistence (lag-24),0.3584395907645585,0.9390058500114528,0.1225138393976474,2.6345822114368755,3.754786697949287,38.257124038938116,13.385760828058704,0.0
unseen_building,Persistence (lag-168),0.5027809512470989,0.8799909857821567,0.15399448305040284,3.1278857719683217,4.882182934895087,45.47496322496967,15.338528958832436,0.0
unseen_building,LightGBM (No Enthalpy),1.1803423006468923,0.33858783147192484,0.8608452618738239,18.3365166648401,26.250314827995307,148.3019649727626,95.53498617785637,79.19124517599994
unseen_building,LightGBM + Lag Features,0.16407290770094374,0.9872200255015624,0.06181311143700473,1.3189339096806858,7.410461059168696,24.14786983535579,7.554702469053451,227.439027398
unseen_building,LightGBM + Enthalpy + Lag,0.16237790416929124,0.9874827161413156,0.06213625940061761,1.3270007123175867,7.428603440485886,23.983895479525497,7.533968906109347,233.17314605799993
unseen_building,XGBoost + Lag Features,0.17332296474469328,0.9857383932804854,0.06286602606100837,1.3363068280569192,7.453044906280478,26.445756712068412,7.819038181524689,42.175608782999916
unseen_building,CatBoost + Lag Features,0.16927968493572754,0.986396021971406,0.06367880881911217,1.3777482896141209,7.488714226620494,24.4912312949019,7.936542015091427,98.83993072300018
unseen_building,GRU sequence 24h (best of 5 seeds),0.18910873526766073,0.9853896781618321,0.09375832596550818,2.2095082355654423,9.075180455578867,25.64332699201791,11.646519001165188,8.920688857999721
