Site,Model,RMSE_log,R2_log,MAE_log,WAPE_log_percent,sMAPE_log_percent,RMSE_raw_kwh,MAE_raw_kwh
3,LightGBM (No Enthalpy),1.1110546378790405,-0.026117742451496895,0.9244244166918548,26.517641596321468,30.658571352808984,59.773229472677016,39.53341716476163
3,LightGBM + Lag Features,0.13923886593232715,0.9838843688573622,0.08116270511613512,2.3148267853036826,3.4646165886019937,6.613945094475007,3.374298582662277
3,LightGBM + Enthalpy + Lag,0.1385624789875855,0.9840405598281645,0.08069367537591127,2.300508658789903,3.4546457362980973,6.605482008674386,3.359739370729694
3,XGBoost + Lag Features,0.13980388924748866,0.9837533108730625,0.08175382391410137,2.3330706788022684,3.456528263098265,6.78297513878407,3.472937743663048
3,CatBoost + Lag Features,0.14899849946584304,0.9815460154233429,0.09044737761176429,2.582139221569177,3.7918391534939437,7.2030729782175715,3.7747033569710347
4,Persistence (lag-1),0.14838517002393384,0.9856837374449995,0.0652635776759657,1.4287391199392805,1.7290324534719106,16.790456056731013,7.732752054970126
4,LightGBM (No Enthalpy),1.4253070857931192,-0.32088663424912633,1.1592916902384913,25.324761575826372,27.78112970661076,203.714116632449,136.89174935468984
4,LightGBM + Lag Features,0.11410398331674078,0.9915345457172494,0.05878560783321239,1.2845777492249917,1.8380042751231032,13.820597199554005,7.083952951426963
4,LightGBM + Enthalpy + Lag,0.11408680416660659,0.9915370945916735,0.058286932610445596,1.2751456748013652,1.8186876027336805,14.061291495268078,7.156975462941856
4,XGBoost + Lag Features,0.11792571698056066,0.990957974903849,0.06168250996581327,1.3500554314787094,1.9702332732374983,13.82725299512749,7.210931227863394
4,CatBoost + Lag Features,0.11441845032211616,0.9914878203651553,0.06194539607516963,1.355871645197222,1.9243300487826644,14.426803870876812,7.704391109815282
5,Persistence (lag-1),0.20017238244688437,0.9042925572823854,0.11869667220113586,6.026505439614136,6.3612794099107886,2.376002677699143,1.2478572739762115
5,LightGBM (No Enthalpy),1.011034312233941,-1.4415700302542631,0.872177960181937,43.822970038520026,40.108403600483996,10.635013811967047,9.056101035916742
5,LightGBM + Lag Features,0.17100977447979523,0.9301479326108366,0.10648830371074784,5.340846805588615,6.930940163651608,1.7532966439040378,0.98392262733227
5,LightGBM + Enthalpy + Lag,0.16980383118539571,0.9311296380715373,0.10604642547371038,5.331330252486988,6.929868579556928,1.7582947221391434,0.9843329097503687
5,XGBoost + Lag Features,0.17192798405234305,0.9293957998308641,0.10734708622048679,5.371315767444433,7.030121279270555,1.782419131688439,0.9948978074389989
5,CatBoost + Lag Features,0.17908754180432754,0.9233930544985943,0.11583262608993797,5.84591206102248,7.519789730092952,1.8208951694540767,1.055871265028157
6,Persistence (lag-1),0.07144088959978225,0.9936078635947275,0.051292872583661726,1.0057458211479007,1.0511931968273376,22.09779031573633,11.982815018571776
6,LightGBM (No Enthalpy),0.8665704451097179,0.0594972440373881,0.7194682170135319,14.107265127915236,15.009205760363677,229.41881936172948,146.71145312079238
6,LightGBM + Lag Features,0.06216643512391961,0.9951597894484642,0.04532005473736787,0.8886313706052904,0.9361559633786123,18.600328143848756,10.16000849208147
6,LightGBM + Enthalpy + Lag,0.0623570172749964,0.9951300669232773,0.045489925443348705,0.8919621794305714,0.9382435520439695,18.995819217516413,10.32208540420446
6,XGBoost + Lag Features,0.06078463002081707,0.9953725697470686,0.04448195128823543,0.8721979170045052,0.9199883077415802,18.018544221920948,9.925927080242477
6,CatBoost + Lag Features,0.06481827707054684,0.9947380430318323,0.04835499510995577,0.9481401959724937,0.9869070934943398,21.455214988927377,11.761624762810683
7,Persistence (lag-1),0.13432479870745037,0.8531886214943588,0.045072439474524155,0.5491595286208005,0.5639388939170925,342.6437799784536,156.8711087436732
7,LightGBM (No Enthalpy),1.948113930683455,-29.879909833709437,1.903561538512832,23.192863962494208,26.157119354180725,3560.42583088788,3328.629825179777
7,LightGBM + Lag Features,0.7492418727818774,-3.567635095176719,0.6668240023033574,8.124538166719972,8.381587370185485,2341.8521083177598,1995.0259109456388
7,LightGBM + Enthalpy + Lag,0.7597596849847621,-3.6967755822117843,0.6800210942838886,8.285330635370137,8.55632549881429,2360.4029430021715,2019.8800616054943
